"County","Domain","Subdomain","Element","Item","Value","Unit","Year","Source","Flag"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","51.7","Tonnes","2017","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","48","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","168.25","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","246","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","51.6","Tonnes","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","57.43","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Finger Millet (Production Quantity)","15","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","11.97","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","16.00002","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","9","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","8","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","4.85","Tonnes","2017","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","66.5","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","66.65","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","27.9","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","28.35","Tonnes","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","17.7","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","48","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
